,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
,,0,0,0,0
AAB,Japão,1.75,1100,5,1
Amber Skies,Reino Unido,1.75,1100,5,1
Aurora Borealis,Austrália,1.5,1200,3,1
Azure Serenade,Austrália,2.5,1800,6,1
Celestial Harmony,Canadá,1.25,900,4,1
Celestial Symphony,Canadá,1.5,1300,3,1
Crimson Dream,Austrália,1.5,1300,3,1
Crimson Lotus,Japão,2.5,1800,6,1
Crimson Mist,Brasil,2.25,1400,6,0
Crimson Sky,Reino Unido,1.5,1200,3,1
Echoes of Eternity,Canadá,1.5,1200,3,1
Eclipse Rising,Estados Unidos,2,1000,4,1
Emerald Shadows,Brasil,1.25,900,4,1
Enchanted Melodies,Reino Unido,1.25,900,4,1
Eternal Echo,Estados Unidos,1.25,900,4,1
Eternal Embers,Austrália,2.5,1800,6,1
Ethereal Echo,Alemanha,1.25,900,4,1
Golden Horizon,Alemanha,2,1000,4,1
Harmonic Enigma,Austrália,1.5,1300,3,1
Luminous Harmony,Brasil,2,1000,4,1
Lunar Echoes,Estados Unidos,1,1500,5,1
Lunar Shadows,Estados Unidos,2,1000,4,1
Melodic Echoes,Alemanha,1.75,1100,5,1
Melodic Storm,Canadá,1.75,1100,5,1
Midnight Pulse,Canadá,1.75,1100,5,1
Mystic Harmony,Brasil,1.5,1200,3,1
Mystic Serpent,Austrália,2,1000,4,1
Obsidian Winds,Alemanha,1,1500,5,1
Phantom Symphony,Alemanha,1.75,1100,5,1
Rising Phoenix,Japão,1.5,1200,3,1
Silent Oceans,Japão,2,1000,4,1
Silent Samurai,Japão,1.5,1300,3,1
Silver Rain,Reino Unido,1.5,1200,3,1
Solar Flares,Brasil,2,1000,4,1
Solaris,Brasil,1.5,1200,3,1
Solstice Serenade,Canadá,2.5,1800,6,1
The Electric Waves,Brasil,2,1000,4,1
The Velvet Shadows,Estados Unidos,1,1500,5,1
Twilight Melody,Japão,1,1500,5,1
Whirlwind Symphony,Reino Unido,2.5,0,6,1
Whispering Dreams,Estados Unidos,1.5,1200,3,1
Whispering Winds,Reino Unido,1.25,900,4,1
Wildfire Symphony,Alemanha,1.25,900,4,1
coco,atumalaca,20,30,40,0
